num,name,department_name,subjects,numofstudent,score_nor,same_compare,score_abor,score_retire,score_oversea,score_mt,score_out
701,國立交通大學,資管與財金學系資訊管理組,國x1.00 英x2.00 數甲x2.00,3,417.2,,,,,,
702,國立交通大學,資管與財金學系財務金融組,國x1.00 英x2.00 數乙x2.00,3,454.1,,,,,,
703,國立交通大學,管理科學系,國x1.00 英x2.00 數乙x2.00,28,428.9,,,,,,
704,國立交通大學,運輸與物流管理學系,國x1.00 英x1.50 數甲x1.50 物x1.00,13,371.85,,,,,,
705,國立交通大學,工業工程與管理學系,國x1.00 英x1.50 數甲x1.50 物x1.00 化x1.00,18,450.08,,,,,,
706,國立交通大學,外國語文學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,11,520.2,,,,,,
707,國立交通大學,傳播與科技學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,11,476.35,,,,,,
710,國立交通大學,人文社會學系,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.00,23,390.65,,,,,,
711,淡江大學,中國文學學系,國x2.00 英x1.00 歷x1.50,49,290.35,,,,,,
712,淡江大學,歷史學系,國x1.50 英x1.00 歷x2.00,50,284.15,歷史78.20,299.87,,,,
713,淡江大學,資訊與圖書館學系,國x2.00 英x2.00 數乙x1.50 歷x1.00,48,367.6,,,,,,
714,淡江大學,大眾傳播學系,國x1.50 英x1.50 歷x1.00 地x1.00 公x1.00,20,394.53,,397.41,,,,
715,淡江大學,資訊傳播學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,31,395.1,,,,,,
716,淡江大學,教育科技學系,國x2.00 英x2.00 數乙x1.50,55,310.5,,,,,,
717,淡江大學,英文學系,國x1.00 英x2.00 歷x1.00,62,264.4,,,,,,274.11
720,淡江大學,法國語文學系,國x2.00 英x2.00 歷x1.00 地x1.00,74,380.9,,395.42,,,,
721,淡江大學,德國語文學系,國x1.50 英x2.00 歷x1.00 地x1.00,32,356.9,,377.8,,,,
722,淡江大學,西班牙語文學系,國x1.00 英x2.00 歷x1.00 地x1.00,34,324.5,,327.14,,,,
723,淡江大學,日本語文學系,國x1.50 英x1.50 歷x1.00,61,264.08,,,,,,
724,淡江大學,俄國語文學系,國x2.00 英x2.00 歷x1.00,25,317.9,,,,,,
725,淡江大學,商管學院全球財管學位學程,國x1.00 英x2.00 數乙x2.00,7,362.1,,,,,,
726,淡江大學,財務金融學系,國x1.00 英x1.50 數乙x2.00,57,319.25,,,,,,
727,淡江大學,產業經濟學系,國x1.00 英x1.50 數乙x2.00,31,286.7,,,,,,
730,淡江大學,國際企業學系經貿管理組,國x1.00 英x1.50 數乙x2.00,26,313.98,,,,,,
731,淡江大學,國際企業系國際商學全英語組,國x1.00 英x2.00 數乙x2.00,7,358.1,,,,,,
732,淡江大學,風險管理與保險學系,國x1.00 英x1.50 數乙x2.00,45,278.62,,,,,,
733,淡江大學,經濟學系,國x1.00 英x1.50 數乙x2.00,49,301.63,數學乙86.40,301.92,,,,
734,淡江大學,會計學系,國x1.00 英x1.50 數乙x2.00,47,313.53,,,,,,
735,淡江大學,企業管理學系,國x1.00 英x1.50 數乙x2.00,59,302.43,,,,,,
736,淡江大學,統計學系,國x1.00 英x1.50 數乙x2.00,57,285.3,,,,,,
737,淡江大學,資訊管理學系,國x1.00 英x1.50 數乙x2.00,75,288.4,,,,,,
740,淡江大學,運輸管理學系,國x1.00 英x1.50 數乙x2.00,40,269.33,,,,,,
741,淡江大學,公共行政學系,國x1.50 英x2.00 歷x1.00 公x1.00,43,354.8,,385.71,,,,
742,淡江大學,管理科學學系(事業經營組),國x1.00 英x1.50 數乙x2.00,18,277.63,,,,,,
743,淡江大學,管理科學系(行銷流通管理組),國x1.00 英x1.50 數乙x2.00,17,279.6,,,,,,
744,淡江大學,外交與國際關係學系學士班,國x1.50 英x2.00 歷x1.50,3,384.6,,,,,,
745,淡江大學,理學院尖端材料科學學位學程,國x1.00 英x1.00 數甲x2.00 物x1.50 化x1.50,20,326,數學甲49.60,,,,,
746,淡江大學,數學學系數學組,國x1.50 英x1.00 數甲x2.00 物x1.50,23,304.9,,,,342.34,,
747,淡江大學,數學系資料科學與數理統計組,國x1.50 英x1.00 數甲x2.00 物x1.50,29,291.45,,,,,,
750,淡江大學,化學學系化學與生物化學組,國x1.00 英x1.00 數甲x2.00 物x2.00 化x2.00,34,381.65,,,,,,
751,淡江大學,化學學系材料化學組,國x1.00 英x1.00 數甲x2.00 物x2.00 化x2.00,22,394.9,,,,,,
752,淡江大學,物理學系光電物理組,國x1.00 物x2.00 化x1.50,17,247.8,,,,,,
753,淡江大學,物理學系應用物理組,國x1.00 物x2.00 化x1.50,26,241,,270.57,,,,
754,淡江大學,建築學系,國x1.50 英x2.00 數甲x1.50 物x1.00 化x1.00,28,408.6,,,,,,
755,淡江大學,土木工程學系,國x2.00 數甲x1.00 物x1.50,44,253.25,,261.64,,,,
756,淡江大學,資訊工程學系,國x2.00 英x1.00 數甲x1.50 物x1.00,41,330.8,,,,,,
757,淡江大學,機械與機電工程學系光機電組,國x1.50 英x1.00 數甲x2.00 物x2.00 化x1.00,17,392.95,,,,,,
760,淡江大學,機械與機電工程系精密機械組,國x1.50 英x1.00 數甲x2.00 物x2.00 化x1.00,27,383.5,物理51.00,,,,,
761,淡江大學,電機工程學系電機資訊組,國x1.50 英x1.00 數甲x2.00 物x2.00 化x1.00,7,436.3,,,,,,
762,淡江大學,電機工程學系電機通訊組,國x1.50 英x1.00 數甲x2.00 物x2.00 化x1.00,10,426.4,,,,,,
763,淡江大學,電機工程學系電機與系統組,國x1.50 英x1.00 數甲x2.00 物x2.00 化x1.00,14,446.8,,,,,,
764,淡江大學,化學工程與材料工程學系,國x2.00 英x1.00 數甲x1.50 物x1.00 化x2.00,42,401.8,,,,,,
765,淡江大學,航空太空工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,36,405.7,,,,,,
766,淡江大學,水資源及環工系水資源工程組,國x2.00 數甲x1.50 物x1.00,9,254.2,,,,,,
767,淡江大學,水資源及環工系環境工程組,國x2.00 數甲x1.00 化x1.50,8,270.2,,,,,,
770,淡江大學,資訊創新與科技系軟體工程組,國x1.00 英x2.00 數甲x2.00,33,232.5,,,,,,
771,淡江大學,資訊創新與科技系應用資訊組,國x1.00 英x2.00 數乙x2.00,40,257.3,,,,,,
772,淡江大學,國際觀光管理系(海外實習組),國x1.00 英x2.00 地x1.00,17,219.5,,,,,,
773,淡江大學,國際觀光管理系(產業實習組),國x1.00 英x2.00 地x1.00,18,206.5,,,,,,
774,淡江大學,英美語言文化學系全英語班,國x1.00 英x2.00 歷x1.00,40,215.3,,,,,,
775,淡江大學,全球政治經濟學系全英語班,國x1.00 英x2.00 歷x1.00,48,209.6,,,,221.94,,
776,逢甲大學,機械與電腦輔助工程學系,國x2.00 數甲x1.50 物x1.50,18,287.1,,,,,,
777,逢甲大學,纖維與複合材料學系,國x2.00 英x1.00 數甲x2.00 物x1.00 化x2.00,13,413.6,,425.23,,,,
1000,逢甲大學,工業工程與系統管理學系A組,國x2.00 英x2.00 數甲x1.00,9,296.7,,,,,,
1001,逢甲大學,工業工程與系統管理學系B組,國x2.00 英x2.00 數乙x1.00,10,305.1,,,,,,
1002,逢甲大學,化學工程學系,國x2.00 英x1.00 數甲x2.00 物x1.00 化x2.00,17,452.6,,,,,,
1003,逢甲大學,航太與系統工程學系,國x2.00 英x1.00 數甲x2.00 物x2.00 化x1.00,10,466.15,,,,,,
1004,逢甲大學,精密系統設計學士學位學程,國x2.00 數甲x1.50 物x2.00,6,303.8,,,,,,
1005,逢甲大學,會計學系,國x2.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,28,507,,,,,,
1006,逢甲大學,國際經營與貿易學系,國x1.25 英x2.00 數乙x1.50,25,288.3,,,,,,
1007,逢甲大學,國際經營與貿易系國企管理班,國x1.00 英x2.00 數乙x1.25,6,280.1,,,,,,
1010,逢甲大學,財稅學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,16,400.73,,404.89,,,,
1011,逢甲大學,合作經濟暨社會事業經營學系,國x1.50 英x2.00 數乙x1.50 歷x1.00 地x1.00,7,404.2,,,,,,
1012,逢甲大學,統計學系商業大數據組,國x1.50 英x1.75 數乙x2.00,12,324,,,,,,
1013,逢甲大學,統計系數據分析與市場決策組,國x1.50 英x1.75 數乙x2.00,12,318.33,,,,,,
1014,逢甲大學,經濟學系,國x1.50 英x2.00 數乙x2.00 歷x1.00 地x1.00,14,451.5,,,,,,
1015,逢甲大學,企業管理學系,國x2.00 英x2.00 數乙x1.75 歷x1.00 地x1.00,42,452.4,,496.92,,,,
1016,逢甲大學,行銷學系,國x2.00 英x2.00 數乙x1.75,9,366.6,,,,,,
1017,逢甲大學,應用數學系A組,國x1.75 英x1.75 數甲x2.00,12,301.48,,305.1,,,,
1020,逢甲大學,應用數學系B組,國x1.75 英x1.75 數乙x2.00,8,344.81,,,,,,
1021,逢甲大學,材料科學與工程學系,國x1.00 英x2.00 數甲x1.00 物x1.50 化x2.00,19,414.15,,,,,,
1022,逢甲大學,環境工程與科學學系,國x2.00 數甲x1.75 化x2.00,16,328.6,,,,,,
1023,逢甲大學,光電科學與工程學系A組,國x2.00 英x1.50 數甲x1.50,9,302.15,,,,,,
1024,逢甲大學,光電科學與工程學系B組,國x1.50 英x1.50 數乙x2.00,8,330.73,,,,,,
1025,逢甲大學,中國文學系,國x2.00 英x1.25 歷x2.00,11,327.13,,,,,,
1026,逢甲大學,外國語文學系,國x1.75 英x2.00 歷x1.75,32,337.58,,,,,,
1027,逢甲大學,資訊工程學系甲組,國x2.00 英x1.00 數甲x1.50 物x1.75,15,380.1,數學甲63.60,,,,,
1030,逢甲大學,資訊工程學系乙組,國x2.00 英x1.50 數乙x1.50,14,359.15,,,,,,
1031,逢甲大學,電子工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.50,6,263.35,,,,,,
1032,逢甲大學,電子工程學系乙組,國x1.00 英x1.00 數乙x1.75,6,265.25,,,,,,
1033,逢甲大學,電機工程學系甲組,國x2.00 英x1.00 數甲x1.50 物x1.50,14,375.45,,,,,,
1034,逢甲大學,電機工程學系乙組,國x1.50 英x1.25 數乙x1.50,11,306.38,,,,,,
1035,逢甲大學,自動控制工程學系甲組,國x2.00 英x1.00 數甲x1.50 物x1.50,9,342.95,,,,,,
1036,逢甲大學,自動控制工程學系乙組,國x2.00 英x1.25 數乙x1.50,8,314.26,,,,,,
1037,逢甲大學,資訊電機學院學士班甲組,國x1.50 英x1.00 數甲x1.50 物x1.50,8,325.2,,,,,,
1040,逢甲大學,資訊電機學院學士班乙組,國x1.50 英x1.25 數乙x2.00,8,334.8,,,,,,
1041,逢甲大學,通訊工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00,6,227.55,,,,,,
1042,逢甲大學,通訊工程學系乙組,國x1.00 英x1.00 數乙x1.50,5,241.25,,,,,,
1043,逢甲大學,土木工程學系,國x2.00 數甲x1.50 物x2.00,10,317,,,,,,
1044,逢甲大學,水利工程與資源保育學系A組,國x2.00 英x2.00 數甲x1.00,5,298.5,,,,,,
1045,逢甲大學,水利工程與資源保育學系B組,國x2.00 英x2.00 數乙x1.00,3,320.1,,,,,,
1046,逢甲大學,都市計畫與空間資訊學系,國x2.00 英x1.00 數乙x1.00 歷x1.00 地x2.00,12,453.75,,,,,,
1047,逢甲大學,運輸與物流學系,國x2.00 英x2.00 數乙x1.75,11,343.25,,,,,,
1050,逢甲大學,土地管理學系,國x1.50 英x1.00 數乙x1.00 歷x1.00 地x1.50,16,371.85,,,,,,
1051,逢甲大學,財務金融學系,國x1.00 英x1.50 數乙x1.00,32,222.33,,,,,,
1052,逢甲大學,風險管理與保險學系,國x1.00 英x1.50 數乙x1.50,24,232.48,,,,,,
1053,逢甲大學,財務工程與精算學士學位學程,國x1.00 英x1.50 數乙x1.50,12,245.35,,,,,,
1054,逢甲大學,建築專業學院學士班,國x2.00 英x2.00 數甲x1.75 物x1.00,23,383.2,,,,,,
1055,國立中央大學,中國文學系,國x2.00 英x1.50 歷x1.50 地x1.00,22,466.93,,,,,,
1056,國立中央大學,英美語文學系,國x1.50 英x2.00 歷x1.25 地x1.00,26,458.3,,,,,,
1057,國立中央大學,法國語文學系,國x1.50 英x2.00 歷x1.25 地x1.00 公x1.00,27,532.75,,563.09,,,,
1060,國立中央大學,數學系數學科學組,國x1.00 英x1.25 數甲x1.50 物x1.25 化x1.00,16,415.4,,,,,,
1061,國立中央大學,數學系計算與資料科學組,國x1.00 英x1.25 數甲x1.50 物x1.25 化x1.00,13,419.85,,,,,,
1062,國立中央大學,物理學系,國x1.00 英x1.00 數甲x1.50 物x1.50 化x1.00,17,424.05,,,,,,
1063,國立中央大學,化學學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,25,356.8,,,,,,
1064,國立中央大學,光電科學與工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,9,582.1,,,,,,
1065,國立中央大學,理學院學士班,國x1.00 英x1.00 數甲x1.50 物x1.25 化x1.25,12,424,,442.25,,,,
1066,國立中央大學,土木工程學系,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,44,504.33,,,,,,
1067,國立中央大學,機械工程學系光機電工程組,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,14,537.15,,,,,,
1070,國立中央大學,機械工程系材料與精密製造組,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,14,532.03,,,,,,
1071,國立中央大學,機械工程學系設計與分析組,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,27,522.1,,,,,,
1072,國立中央大學,化學工程與材料工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,36,365,,369.77,,,,
1073,國立中央大學,工學院學士班,國x1.00 英x1.00 數甲x2.00 物x2.00 化x2.00,15,577.75,,,,,,
1074,國立中央大學,企業管理學系,國x1.50 英x2.00 數乙x2.00,57,450.1,,,,,,
1075,國立中央大學,資訊管理學系,國x1.50 英x2.00 數甲x2.00,47,402.6,數學甲77.60,,,,,
1076,國立中央大學,經濟學系,國x1.25 英x2.00 數乙x2.00,20,441.2,,,,,,
1077,國立中央大學,財務金融學系,國x1.00 英x1.50 數乙x1.50,11,340.58,,,,,,
1100,國立中央大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,29,382.85,,,,,,
1101,國立中央大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00,7,312.7,,,,,,
1102,國立中央大學,通訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00,12,295.2,,,,,,
1103,國立中央大學,資訊電機學院學士班,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,7,381.8,,,,,,
1104,國立中央大學,大氣科學學系大氣組,國x1.00 英x1.00 數甲x2.00 物x2.00 化x1.00,14,467.25,,,,,,
1105,國立中央大學,大氣科學學系太空組,國x1.00 英x1.00 數甲x2.00 物x2.00 化x1.00,12,472.95,,,,,,
1106,國立中央大學,地球科學學系,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,20,496.6,,,,,,
1107,國立中央大學,地球科學學院學士班,國x1.00 英x1.00 數甲x2.00 物x2.00 化x1.00,8,462.9,,,,,,
1110,國立中央大學,客家語文暨社會科學學系,國x1.50 英x1.00 數乙x1.00 歷x1.00 公x1.50,12,461.35,,,,,,
1111,國立中央大學,生命科學系,國x1.00 英x1.00 數甲x1.00 化x1.25 生x1.50,20,407.25,,,,,,
1112,國立中央大學,生醫科學與工程學系,英x1.00 物x1.25 化x1.25,3,272.38,,,,,,
1113,中國文化大學,哲學系,國x2.00 英x1.50 歷x2.00,37,284.7,,302.88,,,,
1114,中國文化大學,中國文學系中國文學組,國x2.00 英x2.00 歷x2.00 地x1.00,67,340.7,,352.93,,,,
1115,中國文化大學,中國文學系文藝創作組,國x2.00 英x2.00 歷x2.00 地x1.00,28,341.5,,,,,,
1116,中國文化大學,史學系,國x2.00 英x2.00 歷x2.00 地x1.00 公x1.00,31,429.9,,446.89,,,,
1117,中國文化大學,日本語文學系,國x2.00 英x1.50 歷x2.00 地x1.00,82,353.6,,356.17,,,,
1120,中國文化大學,韓國語文學系,國x2.00 英x2.00 歷x1.00 地x1.00,38,342.3,,405.99,,,,
1121,中國文化大學,俄國語文學系,國x2.00 英x2.00 歷x1.00 地x1.00,37,300.7,英文43.25,,,,,
1122,中國文化大學,英國語文學系,國x1.00 英x2.00 歷x1.25,81,209.1,,214.1,,,,
1123,中國文化大學,法國語文學系,國x2.00 英x2.00 歷x1.00 地x1.00,44,311.2,,340.18,,,,
1124,中國文化大學,應用數學系,國x2.00 英x1.50 數甲x2.00,38,252.23,,,,,,
1125,中國文化大學,光電物理學系,國x1.00 英x1.00 數甲x1.50 物x2.00 化x1.00,26,266,,,,,,
1126,中國文化大學,化學系,國x1.50 英x1.00 數甲x1.50 物x1.00 化x2.00,26,304.7,,,,,,
1127,中國文化大學,地理學系A組,國x1.00 英x1.00 數甲x2.00 物x2.00 化x1.00,11,257.5,,,,,,
1130,中國文化大學,地理學系B組,國x1.00 英x1.00 數乙x2.00 歷x1.00 地x2.00,10,395.8,,,,,,
1131,中國文化大學,大氣科學系,國x1.00 英x1.50 數甲x2.00 物x1.50 化x1.00,37,264.63,,,,,,
1132,中國文化大學,地質學系,國x1.00 英x1.50 數甲x1.00 物x1.75 化x2.00,21,275.13,,340.34,,,,
1133,中國文化大學,生命科學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x2.00,22,323.63,,,,,,
1134,中國文化大學,法律學系法學組,國x1.50 英x1.50 歷x1.00 地x1.00 公x1.00,101,347.93,,352.33,,,,
1135,中國文化大學,法律學系財經法律組,國x1.50 英x1.50 歷x1.00 地x1.00 公x1.00,62,338.78,,339.43,,,,
1136,中國文化大學,政治學系,國x1.50 英x1.00 歷x1.50,36,220.05,國文71.60,220.67,,,,
1137,中國文化大學,經濟學系,國x1.75 英x2.00 數乙x2.00,57,293.2,,,,,,
1140,中國文化大學,勞動暨人力資源學系,國x2.00 英x1.50 歷x2.00,61,282.75,,284.33,,,,
1141,中國文化大學,社會福利學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,80,310.48,,316.16,,,,
1142,中國文化大學,行政管理學系,國x1.50 英x1.50 歷x1.00 公x2.00,78,332.7,,339.07,,,,
1143,中國文化大學,園藝暨生物技術學系,國x1.00 英x1.50 化x1.50 生x2.00,18,285.6,,,,,,
1144,中國文化大學,動物科學系,國x1.00 英x2.00 化x2.00 生x2.00,13,336,,,,,,
1145,中國文化大學,森林暨自然保育學系,國x2.00 英x1.00 歷x2.00 地x2.00,10,395.4,,,,,,
1146,中國文化大學,土地資源學系A組,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,16,403.7,,,,,,
1147,中國文化大學,土地資源學系B組,國x2.00 英x2.00 數甲x1.00 物x1.00 化x1.75,3,350.95,,,,,,
1150,中國文化大學,生活應用科學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,26,399.95,,,,,,
1151,中國文化大學,保健營養學系,國x2.00 英x1.00 化x2.00 生x2.00,24,369.25,,370.04,,,,
1152,中國文化大學,化學工程與材料工程學系,國x2.00 英x1.00 數甲x2.00 物x1.00 化x2.00,27,358.85,,,,,,
1153,中國文化大學,電機工程學系A組,國x2.00 英x2.00 數甲x2.00 物x1.00 化x1.00,24,382.2,,,,,,
1154,中國文化大學,電機工程學系B組,國x2.00 英x2.00 數甲x1.00 物x2.00 化x1.00,24,374.5,,,,,,
1155,中國文化大學,機械工程學系,國x2.00 英x1.00 數甲x2.00 物x2.00 化x1.00,42,347.45,,,,,,
1156,中國文化大學,紡織工程學系,國x2.00 英x2.00 數甲x1.00 物x1.00 化x2.00,13,335,,,,,,
1157,中國文化大學,資訊工程學系A組,國x2.00 英x1.00 數甲x2.00 物x2.00 化x1.00,14,394.9,,,,,,
1160,中國文化大學,資訊工程學系B組,國x2.00 英x1.00 數乙x2.00 歷x2.00 地x1.00,14,420.3,,,,,,
1161,中國文化大學,國際貿易學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,66,343.4,,,,,,
1162,中國文化大學,國際企業管理學系,國x2.00 英x1.00 數乙x1.00 歷x1.00 地x1.00,93,303.6,,306.76,,,,
1163,中國文化大學,會計學系,國x2.00 英x2.00 數乙x1.00 歷x2.00 地x1.00,49,402.6,,,,,,
1164,中國文化大學,觀光事業學系,國x1.00 英x2.00 歷x2.00 地x1.50 公x1.00,41,379.2,,415.81,,,,
1165,中國文化大學,資訊管理系(智慧商務科技組),國x1.00 英x2.00 數乙x1.50 歷x2.00 地x1.00,46,351.9,,372.94,,,,
1166,中國文化大學,資訊管理系(雲端巨量資料組),國x1.00 英x1.50 數乙x2.00 歷x1.00 地x2.00,23,363,,,,,,
1167,中國文化大學,財務金融學系金融行銷組,國x1.00 英x2.00 歷x2.00 地x2.00,31,365,,,,,,
1170,中國文化大學,財務金融學系財務金融組,國x2.00 英x2.00 數乙x1.50 地x1.00,39,332.4,,,,,,
1171,中國文化大學,全球商務學士學位學程,國x1.00 英x2.00 數乙x1.00,10,198.6,,210.75,,,,
1172,中國文化大學,新聞學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 公x2.00,60,418.9,,,,,,
1173,中國文化大學,廣告學系A組,國x2.00 英x2.00 數乙x1.00 公x1.00,37,314.9,,,,,,
1174,中國文化大學,廣告學系B組,國x1.00 英x1.00 術x1.00,15,150.2,,,,,,
1175,中國文化大學,資訊傳播學系,國x2.00 英x1.00 歷x1.00 地x1.00 公x1.50,43,368.1,,,,,,
1176,中國文化大學,大眾傳播學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 公x2.00,57,458,,476.55,,,,
1177,中國文化大學,美術學系,國x2.00 英x1.00 歷x1.00 地x1.00 術x2.00,23,356.4,,,,,,
1200,中國文化大學,音樂學系A組,國x1.00 英x1.00 術x2.00,14,192.48,,,,,,
1201,中國文化大學,音樂學系B組,國x2.00 英x1.50 歷x1.00,3,255.9,,,,,,
1202,中國文化大學,戲劇學系,國x2.00 英x1.00 歷x1.00 地x1.00,7,332.35,,334.73,,,,
1203,中國文化大學,都市計劃與開發管理學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.50,25,338.3,,,,,,
1204,中國文化大學,建築及都市設計學系,國x2.00 英x2.00 數乙x1.50,19,299.5,,,,,,
1205,中國文化大學,景觀學系,國x2.00 英x2.00 數乙x1.00,39,250.2,,,,,,
1206,中國文化大學,教育學系,國x2.00 英x1.50 公x1.50,19,288.2,,291.97,,,,
1207,中國文化大學,心理輔導學系,國x2.00 英x2.00 公x1.75,32,336.3,,338.95,,,,
1210,中國文化大學,運動與健康促進學系,國x2.00 英x2.00 生x1.75,3,324.63,,,,,,
1211,靜宜大學,英國語文學系,國x1.50 英x2.00 歷x1.50,28,276.8,,,,,,
1212,靜宜大學,西班牙語文學系,國x2.00 英x1.50 歷x1.00 地x1.00,48,303.43,,378.48,,,,
1213,靜宜大學,日本語文學系,國x2.00 英x1.00 歷x1.50 地x1.50,35,355.4,,,,,,
1214,靜宜大學,中國文學系,國x2.00 歷x2.00 地x1.00,39,317,,,,,,
1215,靜宜大學,社會工作與兒童少年福利學系,國x2.00 英x1.00 歷x2.00 地x1.00,33,349.6,,355.18,,,,
1216,靜宜大學,台灣文學系,國x2.00 歷x1.25 地x1.25,8,288.73,,,,,,
1217,靜宜大學,法律學系,國x2.00 英x1.00 數乙x1.00 公x1.50,20,359.4,,,,,,
1220,靜宜大學,生態人文學系(自然組),國x2.00 英x2.00 生x1.50,22,294.4,,,,,,
1221,靜宜大學,生態人文學系(人文組),國x2.00 英x2.00 歷x1.50,22,285.25,,,,,,
1222,靜宜大學,大眾傳播學系,國x2.00 英x2.00 歷x1.75,17,326.85,,,,,,
1223,靜宜大學,財務工程學系,國x2.00 英x1.50 數乙x2.00,8,321.15,,,,,,
1224,靜宜大學,應用化學系,國x2.00 英x1.00 化x2.00,16,275.6,,,,,,
1225,靜宜大學,食品營養學系營養與保健組,國x2.00 化x1.00 生x2.00,10,299.2,化學46.00,,,,,
1226,靜宜大學,食品營養系食品與生物技術組,國x2.00 化x1.00 生x2.00,10,297,,,,,,
1227,靜宜大學,化粧品科學系,國x2.00 英x1.00 化x2.00,24,272.45,,,,,,
1230,靜宜大學,資料科學暨大數據分析應用系,國x2.00 英x1.50 數乙x2.00,15,308.3,,,,,,
1231,靜宜大學,企業管理學系,國x2.00 英x2.00 歷x2.00 地x1.00,47,377.8,,,,,,
1232,靜宜大學,國際企業系(國際經營行銷組),國x1.50 英x1.50 歷x1.00 公x1.00,14,291.7,,,,,,
1233,靜宜大學,國際企業系(國際貿易運籌組),國x1.50 英x1.50 歷x1.00 地x1.00,13,282.4,,,,,,
1234,靜宜大學,會計學系,國x2.00 英x1.50 數乙x1.50 歷x1.00,32,332.15,,,,,,
1235,靜宜大學,觀光事業學系(甲組),國x2.00 歷x1.00 地x2.00 公x2.00,13,446.3,國文69.60,,,,,
1236,靜宜大學,觀光事業學系(乙組),國x2.00 數乙x1.00 歷x2.00 地x2.00,14,405.2,,412.59,,,,
1237,靜宜大學,觀光事業學系(丙組),國x2.00 英x1.00 歷x2.00 地x2.00,12,394.7,,,,,,
1240,靜宜大學,財務金融學系(金融管理組),國x1.50 英x1.25 數乙x1.00 歷x1.50,17,290.24,,,,,,
1241,靜宜大學,財務金融學系(投資管理組),國x1.50 英x1.00 數乙x1.25 地x1.50,16,297.15,,,,,,
1242,靜宜大學,資訊管理系(應用軟體開發組),國x2.00 英x1.75 數乙x2.00,8,327.19,,,,,,
1243,靜宜大學,資訊管理系(行動雲端商務組),國x2.00 數乙x2.00 歷x1.00 地x1.00,8,368.7,,,,,,
1244,靜宜大學,資訊管理學系(物聯網應用組),國x2.00 英x2.00 數乙x1.75,8,322.25,,,,,,
1245,靜宜大學,資工系(電子與系統設計組),國x2.00 英x2.00 數乙x1.75,6,333.8,,,,,,
1246,靜宜大學,資工系(人工智慧與網路組),國x2.00 英x1.50 數乙x2.00,6,327.8,,,,,,
1247,靜宜大學,資工系(智慧生活與設計組),國x2.00 數乙x2.00 公x1.50,5,359.8,,,,,,
1250,靜宜大學,資傳工程系(網路與多媒體組),國x2.00 英x1.00 數乙x2.00,6,299.45,,,,,,
1251,靜宜大學,資訊傳播工程系(遊戲開發組),國x2.00 英x1.00 數乙x2.00,8,291.5,,,,,,
1252,靜宜大學,資訊傳播工程系(動畫設計組),國x2.00 數乙x1.00 公x2.00,7,325,,331.04,,,,
1253,靜宜大學,寰宇管理學士學位學程,國x1.25 英x2.00 數乙x1.00,24,202.6,,,,,,
1254,靜宜大學,寰宇外語教育學士學位學程,國x1.00 英x2.00 歷x1.00,20,203.9,,,,,,
1255,大同大學,機械工程學系電子機械組(甲),國x2.00 英x1.75 數甲x2.00,9,306.11,,,,,,
1256,大同大學,機械工程學系電子機械組(乙),國x2.00 英x1.75 數乙x2.00,7,342.51,,,,,,
1257,大同大學,機械工程學系精密機械組(甲),國x2.00 英x1.75 數甲x2.00,7,314.7,,,,,,
1260,大同大學,機械工程學系精密機械組(乙),國x2.00 英x1.75 數乙x2.00,5,342.85,,,,,,
1261,大同大學,電機工程學系(甲組),國x2.00 英x1.00 數甲x2.00,16,286.25,,,,,,
1262,大同大學,電機工程學系(乙組),國x2.00 英x1.00 物x2.00,15,296,,,,,,
1263,大同大學,化工與生物科技系(化工組),國x2.00 英x1.75 化x2.00,17,315.2,,,,,,
1264,大同大學,化工與生物科技系(生科組),國x2.00 英x1.75 生x2.00,17,332.6,,,,,,
