num,school,department,discipline_name,gsat,chi,eng,math_a,math_b,phy,che,bio,his,geo,cit,ele,same_1,same_2,same_3,rank_108,select_score_108,ori_score_108,avg_108,num_want_108,num_sel_108,low_108,high_108,people_in_108,percent_in_108,rank_107,select_score_107,ori_score_107,avg_107,num_want_107,num_sel_107,low_107,high_107,people_in_107,percent_in_107,profile
524,實踐大學,應用中文學系劇本創作組(高雄校區),文史哲,,2,,,,,,,1.5,1.5,1,,國文,歷史,地理,9,344.55,229.7,57.43,7,7,228.01,232,13371,0.6202,10,221.7,147.8,36.95,18,19,144.01,148,20177,90.25,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05043.html
525,淡江大學,資訊與圖書館學系,文史哲,,2,2,,1.5,,,,1,,,,英文,國文,數乙,11,367.6,226.22,56.55,48,48,224.01,228,11543,0.4654,11,300.7,185.05,46.26,64,65,184.01,188,15237,55.49,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01407.html
526,中國文化大學,史學系,文史哲,,2,2,,,,,,2,1,1,,歷史,國文,英文,23,429.9,268.69,53.74,30,31,265.01,270,13286,0.6166,25,359.8,224.88,44.98,38,39,220.01,225,16501,73.91,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01719.html
527,銘傳大學,華語文教學學系(桃園校區),文史哲,,2,2,,,,,,1,1,,,英文,國文,歷史,64,316.1,210.73,52.68,44,44,208.01,212,14612,0.5971,71,270.3,180.2,45.05,23,24,180.01,184,18538,68.98,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04635.html
528,真理大學,台灣文學系,文史哲,,2,,,,,,,1.5,1.5,,,國文,歷史,地理,22,261.2,156.72,52.24,26,28,156.01,159,17212,0.7027,21,176.85,106.11,35.37,25,26,105.01,108,24331,90.4,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07924.html
529,中國文化大學,哲學系,文史哲,,2,1.5,,,,,,2,,,,國文,英文,歷史,67,284.7,155.29,51.76,36,37,153.01,156,15933,0.6189,62,221.2,120.65,40.22,34,35,120.01,123,20241,71.61,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01716.html
530,南華大學,文化創意事業管理學系,文史哲,,2,,,,,,,2,1.75,,,歷史,地理,國文,24,292.15,152.43,50.81,7,7,150.01,153,18155,0.7412,24,152.8,91.68,30.56,16,16,90.01,93,25109,93.29,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05914.html
531,真理大學,人文與資訊學系,文史哲,,2,1,,,,,,2,,,,歷史,國文,英文,70,253.5,152.1,50.7,13,13,150.01,153,16529,0.6421,71,166.6,99.96,33.32,25,25,99.01,102,23903,84.57,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07935.html
532,南華大學,文學系,文史哲,,2,,,,,,,2,1.75,,,國文,歷史,地理,30,283.1,147.7,49.23,12,13,147.01,150,18589,0.7589,26,141.8,85.08,28.36,20,19,84.01,87,25286,93.95,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05901.html
533,中國文化大學,中國文學系文藝創作組,文史哲,,2,2,,,,,,2,1,,,國文,歷史,英文,87,341.5,195.14,48.79,28,28,192.01,196,16678,0.6815,93,286,163.43,40.86,50,50,160.01,164,21221,78.96,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01718.html
534,中國文化大學,中國文學系中國文學組,文史哲,,2,2,,,,,,2,1,,,國文,歷史,英文,88,340.7,194.69,48.67,66,67,192.01,196,16678,0.6815,97,279.9,159.94,39.99,87,87,156.01,160,21722,80.82,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01717.html
535,長榮大學,台灣文化創意產業學士學位學程,文史哲,,1.5,,,,,,,2,2,,,國文,地理,歷史,32,263.6,143.78,47.93,13,13,141.01,144,19390,0.7916,19,208.8,113.89,37.96,13,13,111.01,114,23879,88.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05137.html
536,佛光大學,文化資產與創意學系(文化創意組),文史哲,,2,1,,,,,,2,2,,,國文,歷史,地理,98,330.8,189.03,47.26,6,6,188.01,192,17169,0.7015,123,238.3,136.17,34.04,5,5,136.01,140,23696,88.17,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13002.html
537,長榮大學,應用哲學系(社會關懷組),文史哲,,1,1,,1,,,,1,,2,,國文,公民,英文,65,281.75,234.79,46.96,5,5,230.01,235,15586,0.709,66,202.1,168.42,33.68,7,7,165.01,170,19585,85.22,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05153.html
538,長榮大學,東南亞文化與產業學士學位學程,文史哲,,1,1,,,,,,2,2,,,歷史,地理,國文,102,281.6,187.73,46.93,14,14,184.01,188,17626,0.7202,74,266.9,177.93,44.48,12,12,176.01,180,19083,71,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05158.html
539,南華大學,生死學系諮商組,文史哲,,2,2,,1.75,,,,,,,,國文,英文,數乙,288,269.65,140.69,46.9,4,4,138.01,141,24041,0.6776,291,130.2,78.12,26.04,16,16,78.01,81,33680,88.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05907.html
540,長榮大學,應用哲學系(公共參與組),文史哲,,2,1,,1,,,,1,,1,,國文,公民,英文,67,274.55,228.79,45.76,9,9,225.01,230,16041,0.7297,69,176.4,147,29.4,7,8,145.01,150,20778,90.41,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05107.html
541,佛光大學,中國文學與應用學系,文史哲,,2,1,,,,,,2,2,,,國文,歷史,英文,115,318.45,181.97,45.49,11,12,180.01,184,18087,0.7391,98,277,158.29,39.57,7,7,156.01,160,21722,80.82,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13001.html
542,南華大學,生死學系殯葬服務組,文史哲,,2,2,,1.75,,,,,,,,國文,英文,數乙,294,255.75,133.43,44.48,8,8,132.01,135,25159,0.7091,274,146.3,87.78,29.26,13,13,87.01,90,32087,84.17,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05924.html
543,佛光大學,歷史學系(史學經典與歷史創作組),文史哲,,2,1,,,,,,2,2,,,歷史,地理,國文,126,304.15,173.8,43.45,11,11,172.01,176,19006,0.7766,122,240,137.14,34.29,11,11,136.01,140,23696,88.17,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13025.html
544,佛光大學,文化資產與創意學系(文化觀光組),文史哲,,2,1,,,,,,2,2,,,國文,歷史,地理,128,300.4,171.66,42.91,10,10,168.01,172,19452,0.7948,138,215.5,123.14,30.79,8,8,120.01,124,24753,92.1,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13022.html
545,佛光大學,未來與樂活產業學系,文史哲,,2,1,,,,,,2,2,,,國文,歷史,地理,130,291.35,166.49,41.62,9,9,164.01,168,19855,0.8113,135,220.2,125.83,31.46,8,8,124.01,128,24529,91.27,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13007.html
546,南華大學,生死學系社會工作組,文史哲,,2,2,,1.75,,,,,,,,國文,英文,數乙,301,234.8,122.5,40.83,12,12,120.01,123,27390,0.772,288,132.4,79.44,26.48,14,14,78.01,81,33680,88.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05903.html
547,佛光大學,歷史學系(圖像史學與數位人文組),文史哲,,2,1,,,,,,2,2,,,歷史,地理,國文,136,282.6,161.49,40.37,11,12,160.01,164,20230,0.8266,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13011.html
548,國立臺灣大學,外國語文學系,外語,,1.25,2,,1,,,,1,1,,,英文,國文,歷史,8,524.1,419.28,83.86,53,54,415.01,420,595,0.0251,8,520.2,416.16,83.23,55,56,415.01,420,522,1.99,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00106.html
549,國立臺灣大學,日本語文學系,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,歷史,13,495.8,413.17,82.63,28,29,410.01,415,804,0.0339,16,486.1,405.08,81.02,34,35,405.01,410,932,3.55,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00105.html
550,國立臺灣師範大學,英語學系,外語,英聽(Ａ級),1.5,2,,1,,,,,,,,英文,國文,數乙,29,370.4,246.93,82.31,28,28,246.01,249,2893,0.0815,26,353.6,235.73,78.58,37,38,234.01,237,3487,9.15,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00202.html
551,國立政治大學,外交學系,外語,國文(均標) 英文(前標) 英聽(Ａ級),1.5,1.75,,1.25,,,,1,1,,,英文,國文,數乙,17,530.68,408.22,81.64,29,30,405.01,410,1013,0.0427,19,519.81,399.85,79.97,27,27,395.01,400,1433,5.46,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00602.html
552,國立政治大學,歐洲語文學系德文組,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,數乙,18,489.48,407.9,81.58,8,8,405.01,410,1013,0.0427,22,476.68,397.23,79.45,9,9,395.01,400,1433,5.46,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00642.html
553,國立政治大學,歐洲語文學系西班牙文組,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,數乙,19,488.75,407.29,81.46,7,7,405.01,410,1013,0.0427,25,475.2,396,79.2,12,12,395.01,400,1433,5.46,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00641.html
554,國立政治大學,歐洲語文學系法文組,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,數乙,22,485.83,404.86,80.97,10,10,400.01,405,1287,0.0543,27,473.78,394.82,78.96,12,13,390.01,395,1719,6.55,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00643.html
555,國立政治大學,英國語文學系,外語,,1.5,2,,1,,,,1,1,,,英文,國文,歷史,23,526.3,404.85,80.97,38,38,400.01,405,1287,0.0543,23,515.8,396.77,79.35,46,47,395.01,400,1433,5.46,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00631.html
556,國立政治大學,日本語文學系,外語,,1.5,1.5,,1,,,,1,1,,,國文,英文,歷史,24,485.4,404.5,80.9,15,15,400.01,405,1287,0.0543,26,473.93,394.94,78.99,17,18,390.01,395,1719,6.55,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00607.html
557,國立政治大學,韓國語文學系,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,歷史,25,484.05,403.38,80.67,12,12,400.01,405,1287,0.0543,29,472.15,393.46,78.69,14,14,390.01,395,1719,6.55,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00605.html
558,國立臺北大學,應用外語學系,外語,?學(均標) 英聽(Ａ級),1.5,2,,,,,,1,1,,,英文,國文,地理,3,441.1,320.8,80.2,20,20,320.01,324,1254,0.0512,3,419.4,305.02,76.25,31,32,304.01,308,2215,8.24,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/09907.html
559,國立清華大學,外國語文學系,外語,英聽(Ａ級),1,2,,1,,,,1,1,,,英文,國文,歷史,27,480.8,400.67,80.13,13,13,400.01,405,1287,0.0543,30,471.8,393.17,78.63,15,15,390.01,395,1719,6.55,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01102.html
560,國立交通大學,外國語文學系,外語,,1.5,2,,1,,,,1,1,,,英文,國文,數乙,29,520.2,400.15,80.03,11,11,400.01,405,1287,0.0543,36,503.5,387.31,77.46,15,15,385.01,390,2058,7.84,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01317.html
561,國立中央大學,英美語文學系,外語,,1.5,2,,,,,,1.25,1,,,英文,國文,歷史,4,458.3,318.82,79.7,26,26,316.01,320,1579,0.0645,4,437.35,304.24,76.06,34,35,304.01,308,2215,8.24,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01603.html
562,國立政治大學,東南亞語言與文化學士學位學程,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,歷史,31,478.23,398.52,79.7,15,15,395.01,400,1573,0.0663,33,466.18,388.48,77.7,14,14,385.01,390,2058,7.84,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00611.html
563,國立政治大學,斯拉夫語文學系,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,歷史,32,477.53,397.94,79.59,32,33,395.01,400,1573,0.0663,37,462.43,385.36,77.07,35,36,385.01,390,2058,7.84,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00609.html
564,國立政治大學,土耳其語文學系,外語,,2,2,,1,,,,1,1,,,國文,英文,數乙,33,557.1,397.93,79.59,14,14,395.01,400,1573,0.0663,40,538.8,384.86,76.97,16,16,380.01,385,2389,9.1,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00601.html
565,國立臺南大學,英語學系(公費),外語,國文(前標) 英文(前標),1.5,2,,1.5,,,,1,1,,,英文,國文,歷史,34,557,397.86,79.57,1,1,395.01,400,1573,0.0663,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03326.html
566,國立政治大學,阿拉伯語文學系,外語,,1.5,1.5,,1,,,,1.25,1,,,英文,國文,歷史,38,494.93,395.94,79.19,21,21,395.01,400,1573,0.0663,41,481.05,384.84,76.97,25,26,380.01,385,2389,9.1,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00608.html
567,國立中央大學,法國語文學系,外語,,1.5,2,,,,,,1.25,1,1,,英文,國文,歷史,5,532.75,394.63,78.93,25,27,390.01,395,1839,0.0854,5,508,376.3,75.26,24,27,375.01,380,2056,9.21,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01602.html
568,國立成功大學,外國語文學系,外語,,1.5,2,,1,,,,1,1,,,英文,國文,歷史,39,511.9,393.77,78.75,35,35,390.01,395,1895,0.0799,39,500.6,385.08,77.02,36,36,385.01,390,2058,7.84,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00413.html
569,國立屏東大學,應用英語學系,外語,,2,2,,,,,,,,1,,英文,國文,公民,2,389.7,233.82,77.94,1,1,231.01,234,3466,0.1516,4,338,202.8,67.6,1,1,201.01,204,5111,21.56,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03629.html
570,國立清華大學,英語教學系,外語,英聽(Ａ級),1.5,2,,1,,,,1,1,,,英文,國文,數乙,40,506.4,389.54,77.91,10,10,385.01,390,2226,0.0939,52,517.3,369.5,73.9,22,22,365.01,370,3516,13.4,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01143.html
571,國立中山大學,外國語文學系,外語,,1.5,2,,1,,,,1,1,,,英文,國文,歷史,42,503.6,387.38,77.48,8,8,385.01,390,2226,0.0939,44,490.3,377.15,75.43,10,11,375.01,380,2748,10.47,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02702.html
572,輔仁大學,英國語文學系,外語,英聽(Ａ級),1,2,,,,,,1,,,,英文,國文,歷史,5,305.3,228.98,76.33,25,27,228.01,231,3153,0.1225,5,291.2,218.4,72.8,19,19,216.01,219,3838,13.58,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02003.html
573,國立高雄大學,東亞語文學系日語組,外語,,2,2,,,,,,1,1,,,國文,英文,歷史,10,457.6,305.07,76.27,6,7,304.01,308,2711,0.1108,12,421.1,280.73,70.18,8,8,280.01,284,4904,18.25,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10120.html
574,國立中興大學,外國語文學系,外語,英聽(Ａ級),1,2,,1,,,,1,1,,,英文,國文,歷史,50,456.8,380.67,76.13,31,31,380.01,385,2612,0.1102,49,448,373.33,74.67,33,33,370.01,375,3140,11.96,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00302.html
575,國立高雄大學,東亞語文學系韓語組,外語,,2,2,,,,,,1,1,,,國文,英文,歷史,11,456.2,304.13,76.03,6,6,304.01,308,2711,0.1108,14,420.9,280.6,70.15,8,8,280.01,284,4904,18.25,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10122.html
576,國立中正大學,外國語文學系,外語,,1,2,,1,,,,1,1,,,英文,國文,歷史,51,451.7,376.42,75.28,21,21,375.01,380,2995,0.1263,54,440.44,367.03,73.41,31,31,365.01,370,3516,13.4,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04109.html
577,國立屏東大學,應用日語學系,外語,,2,2,,,,,,,,1,,英文,國文,公民,4,374,224.4,74.8,3,3,222.01,225,4769,0.2086,2,346.9,208.14,69.38,2,2,207.01,210,4299,18.13,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03630.html
578,輔仁大學,德語語文學系,外語,,1.5,1.5,,,,,,1.25,,,,國文,英文,歷史,6,317.78,224.32,74.77,20,20,222.01,225,4088,0.1588,6,296.83,209.53,69.84,20,20,207.01,210,5242,18.55,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02017.html
579,輔仁大學,法國語文學系,外語,,1.5,1.5,,,,,,1,1,,,英文,國文,歷史,13,373.08,298.46,74.62,17,17,296.01,300,3565,0.1457,13,350.9,280.72,70.18,17,17,280.01,284,4904,18.25,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02002.html
580,國立高雄大學,東亞語文學系越語組,外語,,2,2,,,,,,1,1,,,國文,英文,歷史,14,446.5,297.67,74.42,6,6,296.01,300,3565,0.1457,16,415.54,277.03,69.26,6,6,276.01,280,5402,20.1,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10121.html
581,輔仁大學,西班牙語文學系,外語,,1.5,1.5,,,,,,1,1,,,英文,國文,歷史,15,371.93,297.54,74.39,18,18,296.01,300,3565,0.1457,11,351.13,280.9,70.23,22,22,280.01,284,4904,18.25,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02016.html
582,國立高雄大學,西洋語文學系,外語,英聽(Ａ級),1.25,1.5,,,,,,1,,1,,英文,國文,公民,1,351.95,296.38,74.09,15,15,296.01,300,3877,0.1722,1,313,263.58,65.89,16,16,260.01,264,6138,26.28,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10101.html
583,國立彰化師範大學,英語學系,外語,英聽(Ｂ級),1.5,2,,1,,,,1,1,,,英文,國文,歷史,60,476.2,366.31,73.26,29,29,365.01,370,3771,0.159,69,451.8,347.54,69.51,35,36,345.01,350,5262,20.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02312.html
584,輔仁大學,義大利語文學系,外語,,1.5,1.5,,,,,,1,1,,,英文,國文,歷史,17,364.5,291.6,72.9,18,18,288.01,292,4480,0.1831,17,342.7,274.16,68.54,17,17,272.01,276,5913,22,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02004.html
585,東吳大學,德國文化學系,外語,,1.5,2,,1,,,,,,,,英文,國文,數乙,93,324.9,216.6,72.2,17,17,216.01,219,8947,0.2522,92,290.3,193.53,64.51,29,29,192.01,195,11387,29.87,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00510.html
586,國立臺北教育大學,兒童英語教育學系,外語,國文(均標) 英文(前標),1,2,,1,,,,1,1,,,英文,國文,數乙,69,429.3,357.75,71.55,26,26,355.01,360,4627,0.1951,77,406.2,338.5,67.7,27,28,335.01,340,6137,23.38,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03205.html
587,東吳大學,英文學系,外語,,1.5,2,,1,,,,,,,,英文,國文,數乙,102,320.7,213.8,71.27,47,47,213.01,216,9582,0.2701,96,285.4,190.27,63.42,72,73,189.01,192,12033,31.57,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00508.html
588,國立臺中教育大學,英語學系,外語,英聽(Ａ級),1,2,,,,,,1,1,,,英文,國文,歷史,19,355.2,284.16,71.04,38,39,284.01,288,4943,0.202,18,339.5,271.6,67.9,33,34,268.01,272,6405,23.83,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03113.html
589,國立高雄師範大學,英語學系,外語,英聽(Ｂ級),1.25,2,,1,,,,1,1,,,英文,國文,歷史,74,444,355.2,71.04,57,58,355.01,360,4627,0.1951,76,423.2,338.56,67.71,63,63,335.01,340,6137,23.38,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02204.html
590,臺北市立大學,英語教學系,外語,英聽(Ａ級),1.25,2,,1,,,,1,1,,,英文,國文,數乙,75,443.8,355.04,71.01,16,16,355.01,360,4627,0.1951,83,417,333.6,66.72,16,16,330.01,335,6598,25.14,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03506.html
591,東吳大學,日本語文學系,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,歷史,86,419.63,349.69,69.94,58,59,345.01,350,5476,0.2309,84,399.15,332.62,66.52,59,59,330.01,335,6598,25.14,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00509.html
592,國立臺南大學,英語學系(自費),外語,,1.25,2,,,,,,1,1,,,英文,國文,歷史,20,366.7,279.39,69.85,27,28,276.01,280,5903,0.2412,101,396.6,317.28,63.46,26,26,315.01,320,7884,30.04,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03318.html
593,輔仁大學,日本語文學系,外語,,1.5,1.5,,1,,,,1,1,,,國文,英文,歷史,88,413.05,344.21,68.84,41,41,340.01,345,5889,0.2484,88,397,330.83,66.17,23,23,330.01,335,6598,25.14,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02001.html
594,國立宜蘭大學,外國語文學系,外語,英文(均標),1.5,2,,,,,,1,1,,,英文,國文,歷史,22,377.5,274.55,68.64,7,7,272.01,276,6437,0.263,26,344,250.18,62.55,6,6,248.01,252,9049,33.67,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/15001.html
595,國立嘉義大學,外國語言學系應用外語組,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,數乙,92,407.23,339.36,67.87,34,34,335.01,340,6315,0.2663,104,372.1,310.08,62.02,38,38,310.01,315,8358,31.84,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10007.html
596,國立東華大學,英美語文學系,外語,,1.25,2,,,,,,1,,1,,英文,國文,歷史,3,356.2,271.39,67.85,25,25,268.01,272,7223,0.3209,29,323.84,246.74,61.68,28,29,244.01,248,9589,35.68,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03401.html
597,國立暨南國際大學,外國語文學系,外語,,1,1.5,,,,,,1,1,,,英文,國文,歷史,27,303.48,269.76,67.44,28,28,268.01,272,6917,0.2826,24,288.73,256.65,64.16,28,29,256.01,260,7953,29.59,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05807.html
598,國立屏東大學,英語學系,外語,英聽(Ｂ級),1,2,,,,,,1,,,,英文,國文,歷史,16,269.2,201.9,67.3,18,18,201.01,204,7595,0.295,14,239.5,179.62,59.88,16,16,177.01,180,10051,35.56,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03603.html
599,中原大學,應用外國語文學系,外語,,1.5,2,,,,,,1,1,,,英文,國文,歷史,29,368.9,268.29,67.07,12,13,268.01,272,6917,0.2826,33,319.1,232.07,58.02,41,42,232.01,236,11186,41.62,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00804.html
600,中山醫學大學,應用外國語言學系,外語,,1.5,2,,,,,,1,,,,英文,國文,歷史,18,299.7,199.8,66.6,16,16,198.01,201,8082,0.3139,128,364.9,280.69,56.14,31,31,280.01,285,11078,42.21,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02617.html
601,淡江大學,英文學系,外語,,1,2,,,,,,1,,,,英文,國文,歷史,19,264.4,198.3,66.1,61,62,198.01,201,8082,0.3139,13,240.2,180.15,60.05,72,73,180.01,183,9552,33.79,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01422.html
602,淡江大學,日本語文學系,外語,,1.5,1.5,,,,,,1,,,,國文,英文,歷史,20,264.08,198.06,66.02,61,61,198.01,201,8082,0.3139,15,237.15,177.86,59.29,69,70,177.01,180,10051,35.56,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01418.html
603,國立嘉義大學,外國語言學系英語教學組,外語,,1.5,1.5,,1,,,,1,1,,,英文,國文,數乙,99,391.48,326.23,65.25,26,26,325.01,330,7169,0.3023,113,357.1,297.58,59.52,27,28,295.01,300,9647,36.75,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10006.html
604,淡江大學,西班牙語文學系,外語,,1,2,,,,,,1,1,,,英文,國文,歷史,31,324.5,259.6,64.9,33,34,256.01,260,8390,0.3428,30,299.3,239.44,59.86,54,55,236.01,240,10627,39.54,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01417.html
605,淡江大學,德國語文學系,外語,,1.5,2,,,,,,1,1,,,英文,國文,歷史,32,356.9,259.56,64.89,31,32,256.01,260,8390,0.3428,28,339.3,246.76,61.69,32,33,244.01,248,9589,35.68,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01424.html
606,元智大學,應用外語學系,外語,,1,1.5,,,,,,1,,,,英文,國文,歷史,27,224.5,192.43,64.14,17,17,192.01,195,9066,0.3522,22,192.25,164.79,54.93,24,24,162.01,165,12583,44.52,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04001.html
607,淡江大學,俄國語文學系,外語,,2,2,,,,,,1,,,,英文,國文,歷史,30,317.9,190.74,63.58,25,25,189.01,192,9571,0.3718,20,280.8,168.48,56.16,36,37,168.01,171,11557,40.89,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01421.html
608,淡江大學,法國語文學系,外語,,2,2,,,,,,1,1,,,英文,國文,歷史,34,380.9,253.93,63.48,73,74,252.01,256,8883,0.363,31,349.6,233.07,58.27,75,75,232.01,236,11186,41.62,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01420.html
609,東海大學,日本語言文化學系,外語,,1.75,2,,,,,,1.5,,,,國文,英文,歷史,33,330.5,188.86,62.95,27,27,186.01,189,10087,0.3918,132,330.5,275.42,55.08,50,51,275.01,280,11595,44.17,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00911.html
610,國立金門大學,應用英語學系,外語,,2,2,,,,,,1,,,,英文,國文,歷史,35,314.3,188.58,62.86,14,14,186.01,189,10087,0.3918,37,243.7,153.92,51.31,24,24,153.01,156,14085,49.83,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/15301.html
611,國立臺東大學,英美語文學系,外語,,1.5,2,,,,,,1,1,,,英文,國文,歷史,36,345.7,251.42,62.85,10,10,248.01,252,9400,0.3841,38,301,218.91,54.73,15,16,216.01,220,13342,49.64,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03813.html
612,實踐大學,應用日文學系(高雄校區),外語,,1,,,,,,,2,,2,,歷史,公民,國文,8,311.4,186.84,62.28,18,18,186.01,189,12484,0.5541,3,230,138,46,57,57,135.01,138,17583,75.18,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05019.html
613,東海大學,外國語文學系,外語,,1.25,2,,,,,,1,,,,英文,國文,歷史,40,262.5,185.29,61.76,58,58,183.01,186,10601,0.4118,51,193.5,136.59,45.53,62,44,135.01,138,17394,61.54,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00902.html
614,逢甲大學,外國語文學系,外語,,1.75,2,,,,,,1.75,,,,英文,國文,歷史,43,337.58,184.13,61.38,32,32,183.01,186,10601,0.4118,28,250.23,158.04,52.68,58,58,156.01,159,13575,48.03,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01528.html
615,銘傳大學,應用日語學系(桃園校區),外語,,2,1.5,,,,,,1.5,,1,,國文,英文,歷史,10,361.1,240.73,60.18,25,26,240.01,244,10601,0.4709,43,314.83,209.89,52.47,27,27,208.01,212,14463,53.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04605.html
616,亞洲大學,外國語文學系,外語,,2,2,,,,,,1.5,,,,英文,國文,歷史,48,328.3,179.07,59.69,4,4,177.01,180,11606,0.4508,52,248.15,135.35,45.12,11,11,135.01,138,17394,61.54,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13401.html
